S No.,Gender,Category,Price,Brand ,Product,Reviews
211,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,It's just ok ok product..
212,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,The fabric is polyester not cotton..but the fitting and dress colour is really good.. suggesting to buy
213,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,Just Excellent
214,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,"Clothes quality is ok compair with price , I think shiv naresh's dry fit tshrt have better quality products than hrx"
215,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,Best awesome you can take it's
216,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,High quality and same as in image.
217,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,Nice T-shirt good fitting but as compared to the price of the product not worth it.
218,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,Very nice in this price
219,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,Nice tshirt but buy a big size than normal
220,Male,T-shirt,903,HRX ,Self Design Men Polo Neck Red T-Shirt,Good quality
221,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Awesome quality
222,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,up to the mark
223,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Good quality
224,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Not bad
225,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Very nice
226,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,"Nice product, Fabric is also good, same as shown in mage"
227,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Perfect fit as mentioned in the image size
228,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Worth for the amount and quality is good
229,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Good quality 🙂 good comfortable
230,Male,T-shirt,1019,U.S. POLO ASSN. ,Striped Men Polo Neck White T-Shirt,Superb quality
231,Male,T-shirt,945,U.S. POLO ASSN. ,Color Block Men Polo Neck Blue T-Shirt,Good quality T shirt
232,Male,T-shirt,945,U.S. POLO ASSN. ,Color Block Men Polo Neck Blue T-Shirt,Awesome prpduct
233,Male,T-shirt,945,U.S. POLO ASSN. ,Color Block Men Polo Neck Blue T-Shirt,Good quality and fits well. Met my expectations.
234,Male,T-shirt,945,U.S. POLO ASSN. ,Color Block Men Polo Neck Blue T-Shirt,Very good 👍👍👍👍👍👍
